,team,opponent,date
1866,BAL,ATL,2010-11-11
1108,ATL,BAL,2010-11-11
4921,CIN,IND,2010-11-14
9385,HOU,JAX,2010-11-14
10943,KAN,DEN,2010-11-14
662,ARI,SEA,2010-11-14
3637,CAR,TAM,2010-11-14
14839,MIA,TEN,2010-11-14
6232,DAL,NYG,2010-11-14
16198,NWE,PIT,2010-11-14
9659,IND,CIN,2010-11-14
4509,CHI,MIN,2010-11-14
23110,TAM,CAR,2010-11-14
22347,SEA,ARI,2010-11-14
18688,NYJ,CLE,2010-11-14
2915,BUF,DET,2010-11-14
18236,NYG,DAL,2010-11-14
24135,TEN,MIA,2010-11-14
5695,CLE,NYJ,2010-11-14
7183,DEN,KAN,2010-11-14
20545,PIT,NWE,2010-11-14
21181,SFO,LAR,2010-11-14
14283,LAR,SFO,2010-11-14
8138,DET,BUF,2010-11-14
15651,MIN,CHI,2010-11-14
10575,JAX,HOU,2010-11-14
24945,WAS,PHI,2010-11-15
20030,PHI,WAS,2010-11-15
4510,CHI,MIA,2010-11-18
14840,MIA,CHI,2010-11-18
10576,JAX,CLE,2010-11-21
2916,BUF,CIN,2010-11-21
9660,IND,NWE,2010-11-21
18237,NYG,PHI,2010-11-21
10944,KAN,ARI,2010-11-21
20031,PHI,NYG,2010-11-21
11941,LVR,PIT,2010-11-21
5696,CLE,JAX,2010-11-21
18689,NYJ,HOU,2010-11-21
24946,WAS,TEN,2010-11-21
23111,TAM,SFO,2010-11-21
20546,PIT,LVR,2010-11-21
17092,NOR,SEA,2010-11-21
21182,SFO,TAM,2010-11-21
663,ARI,KAN,2010-11-21
24136,TEN,WAS,2010-11-21
3638,CAR,BAL,2010-11-21
4922,CIN,BUF,2010-11-21
16199,NWE,IND,2010-11-21
6233,DAL,DET,2010-11-21
15652,MIN,GNB,2010-11-21
1109,ATL,LAR,2010-11-21
8139,DET,DAL,2010-11-21
9386,HOU,NYJ,2010-11-21
22348,SEA,NOR,2010-11-21
14284,LAR,ATL,2010-11-21
1867,BAL,CAR,2010-11-21
8753,GNB,MIN,2010-11-21
7184,DEN,LAC,2010-11-22
12658,LAC,DEN,2010-11-22
4923,CIN,NYJ,2010-11-25
17093,NOR,DAL,2010-11-25
18690,NYJ,CIN,2010-11-25
6234,DAL,NOR,2010-11-25
16200,NWE,DET,2010-11-25
8140,DET,NWE,2010-11-25
12659,LAC,IND,2010-11-28
2917,BUF,PIT,2010-11-28
20547,PIT,BUF,2010-11-28
22349,SEA,KAN,2010-11-28
3639,CAR,CLE,2010-11-28
14841,MIA,LVR,2010-11-28
1868,BAL,TAM,2010-11-28
15653,MIN,WAS,2010-11-28
20032,PHI,CHI,2010-11-28
8754,GNB,ATL,2010-11-28
24137,TEN,HOU,2010-11-28
5697,CLE,CAR,2010-11-28
18238,NYG,JAX,2010-11-28
14285,LAR,DEN,2010-11-28
1110,ATL,GNB,2010-11-28
10945,KAN,SEA,2010-11-28
23112,TAM,BAL,2010-11-28
11942,LVR,MIA,2010-11-28
9387,HOU,TEN,2010-11-28
7185,DEN,LAR,2010-11-28
10577,JAX,NYG,2010-11-28
4511,CHI,PHI,2010-11-28
24947,WAS,MIN,2010-11-28
9661,IND,LAC,2010-11-28
21183,SFO,ARI,2010-11-29
664,ARI,SFO,2010-11-29
20033,PHI,HOU,2010-12-02
9388,HOU,PHI,2010-12-02
22350,SEA,CAR,2010-12-05
17094,NOR,CIN,2010-12-05
14842,MIA,CLE,2010-12-05
2918,BUF,MIN,2010-12-05
23113,TAM,ATL,2010-12-05
24948,WAS,NYG,2010-12-05
12660,LAC,LVR,2010-12-05
5698,CLE,MIA,2010-12-05
10946,KAN,DEN,2010-12-05
11943,LVR,LAC,2010-12-05
8755,GNB,SFO,2010-12-05
1869,BAL,PIT,2010-12-05
8141,DET,CHI,2010-12-05
14286,LAR,ARI,2010-12-05
4512,CHI,DET,2010-12-05
20548,PIT,BAL,2010-12-05
18239,NYG,WAS,2010-12-05
10578,JAX,TEN,2010-12-05
21184,SFO,GNB,2010-12-05
9662,IND,DAL,2010-12-05
6235,DAL,IND,2010-12-05
15654,MIN,BUF,2010-12-05
4924,CIN,NOR,2010-12-05
7186,DEN,KAN,2010-12-05
665,ARI,LAR,2010-12-05
1111,ATL,TAM,2010-12-05
24138,TEN,JAX,2010-12-05
3640,CAR,SEA,2010-12-05
18691,NYJ,NWE,2010-12-06
16201,NWE,NYJ,2010-12-06
24139,TEN,IND,2010-12-09
9663,IND,TEN,2010-12-09
17095,NOR,LAR,2010-12-12
8142,DET,GNB,2010-12-12
6236,DAL,PHI,2010-12-12
2919,BUF,CLE,2010-12-12
1112,ATL,CAR,2010-12-12
10947,KAN,LAC,2010-12-12
22351,SEA,SFO,2010-12-12
16202,NWE,CHI,2010-12-12
4513,CHI,NWE,2010-12-12
11944,LVR,JAX,2010-12-12
5699,CLE,BUF,2010-12-12
14287,LAR,NOR,2010-12-12
21185,SFO,SEA,2010-12-12
24949,WAS,TAM,2010-12-12
18692,NYJ,MIA,2010-12-12
14843,MIA,NYJ,2010-12-12
7187,DEN,ARI,2010-12-12
20549,PIT,CIN,2010-12-12
20034,PHI,DAL,2010-12-12
10579,JAX,LVR,2010-12-12
12661,LAC,KAN,2010-12-12
8756,GNB,DET,2010-12-12
4925,CIN,PIT,2010-12-12
23114,TAM,WAS,2010-12-12
3641,CAR,ATL,2010-12-12
666,ARI,DEN,2010-12-12
9389,HOU,BAL,2010-12-13
18240,NYG,MIN,2010-12-13
15655,MIN,NYG,2010-12-13
1870,BAL,HOU,2010-12-13
12662,LAC,SFO,2010-12-16
21186,SFO,LAC,2010-12-16
10580,JAX,IND,2010-12-19
9664,IND,JAX,2010-12-19
8757,GNB,NWE,2010-12-19
5700,CLE,CIN,2010-12-19
1871,BAL,NOR,2010-12-19
6237,DAL,WAS,2010-12-19
20035,PHI,NYG,2010-12-19
3642,CAR,ARI,2010-12-19
9390,HOU,TEN,2010-12-19
20550,PIT,NYJ,2010-12-19
14288,LAR,KAN,2010-12-19
7188,DEN,LVR,2010-12-19
8143,DET,TAM,2010-12-19
18241,NYG,PHI,2010-12-19
4926,CIN,CLE,2010-12-19
23115,TAM,DET,2010-12-19
667,ARI,CAR,2010-12-19
14844,MIA,BUF,2010-12-19
17096,NOR,BAL,2010-12-19
22352,SEA,ATL,2010-12-19
24140,TEN,HOU,2010-12-19
1113,ATL,SEA,2010-12-19
16203,NWE,GNB,2010-12-19
2920,BUF,MIA,2010-12-19
18693,NYJ,PIT,2010-12-19
24950,WAS,DAL,2010-12-19
11945,LVR,DEN,2010-12-19
10948,KAN,LAR,2010-12-19
4514,CHI,MIN,2010-12-20
15656,MIN,CHI,2010-12-20
3643,CAR,PIT,2010-12-23
20551,PIT,CAR,2010-12-23
668,ARI,DAL,2010-12-25
6238,DAL,ARI,2010-12-25
9391,HOU,DEN,2010-12-26
4515,CHI,NYJ,2010-12-26
18694,NYJ,CHI,2010-12-26
4927,CIN,LAC,2010-12-26
5701,CLE,BAL,2010-12-26
21187,SFO,LAR,2010-12-26
12663,LAC,CIN,2010-12-26
8758,GNB,NYG,2010-12-26
10581,JAX,WAS,2010-12-26
24141,TEN,KAN,2010-12-26
23116,TAM,SEA,2010-12-26
10949,KAN,TEN,2010-12-26
14845,MIA,DET,2010-12-26
18242,NYG,GNB,2010-12-26
11946,LVR,IND,2010-12-26
14289,LAR,SFO,2010-12-26
24951,WAS,JAX,2010-12-26
22353,SEA,TAM,2010-12-26
9665,IND,LVR,2010-12-26
16204,NWE,BUF,2010-12-26
8144,DET,MIA,2010-12-26
2921,BUF,NWE,2010-12-26
1872,BAL,CLE,2010-12-26
7189,DEN,HOU,2010-12-26
17097,NOR,ATL,2010-12-27
1114,ATL,NOR,2010-12-27
15657,MIN,PHI,2010-12-28
20036,PHI,MIN,2010-12-28
7190,DEN,LAC,2011-01-02
17098,NOR,TAM,2011-01-02
1115,ATL,CAR,2011-01-02
23117,TAM,NOR,2011-01-02
12664,LAC,DEN,2011-01-02
4516,CHI,GNB,2011-01-02
14290,LAR,SEA,2011-01-02
18695,NYJ,BUF,2011-01-02
11947,LVR,KAN,2011-01-02
10582,JAX,HOU,2011-01-02
9666,IND,TEN,2011-01-02
5702,CLE,PIT,2011-01-02
9392,HOU,JAX,2011-01-02
6239,DAL,PHI,2011-01-02
24952,WAS,NYG,2011-01-02
21188,SFO,ARI,2011-01-02
2922,BUF,NYJ,2011-01-02
4928,CIN,BAL,2011-01-02
1873,BAL,CIN,2011-01-02
18243,NYG,WAS,2011-01-02
8145,DET,MIN,2011-01-02
14846,MIA,NWE,2011-01-02
8759,GNB,CHI,2011-01-02
669,ARI,SFO,2011-01-02
22354,SEA,LAR,2011-01-02
3644,CAR,ATL,2011-01-02
16205,NWE,MIA,2011-01-02
20552,PIT,CLE,2011-01-02
10950,KAN,LVR,2011-01-02
15658,MIN,DET,2011-01-02
20037,PHI,DAL,2011-01-02
24142,TEN,IND,2011-01-02
17215,NOR,GNB,2011-09-08
9250,GNB,NOR,2011-09-08
2158,BAL,PIT,2011-09-11
21004,PIT,BAL,2011-09-11
819,ARI,CAR,2011-09-11
4816,CIN,CLE,2011-09-11
19758,PHI,LAR,2011-09-11
12982,LAC,MIN,2011-09-11
18013,NYG,WAS,2011-09-11
10042,IND,HOU,2011-09-11
4091,CHI,ATL,2011-09-11
6048,DAL,NYJ,2011-09-11
24395,WAS,NYG,2011-09-11
18877,NYJ,DAL,2011-09-11
9314,HOU,IND,2011-09-11
10486,JAX,TEN,2011-09-11
8257,DET,TAM,2011-09-11
13987,LAR,PHI,2011-09-11
21808,SFO,SEA,2011-09-11
22942,TAM,DET,2011-09-11
23882,TEN,JAX,2011-09-11
3707,CAR,ARI,2011-09-11
15578,MIN,LAC,2011-09-11
1054,ATL,CHI,2011-09-11
22233,SEA,SFO,2011-09-11
5784,CLE,CIN,2011-09-11
3356,BUF,KAN,2011-09-11
11682,KAN,BUF,2011-09-11
16142,NWE,MIA,2011-09-12
14955,MIA,NWE,2011-09-12
6993,DEN,LVR,2011-09-12
12524,LVR,DEN,2011-09-12
21809,SFO,DAL,2011-09-18
3357,BUF,LVR,2011-09-18
10043,IND,CLE,2011-09-18
9251,GNB,CAR,2011-09-18
6994,DEN,CIN,2011-09-18
6049,DAL,SFO,2011-09-18
24396,WAS,ARI,2011-09-18
22234,SEA,PIT,2011-09-18
12983,LAC,NWE,2011-09-18
12525,LVR,BUF,2011-09-18
3708,CAR,GNB,2011-09-18
18878,NYJ,JAX,2011-09-18
5785,CLE,IND,2011-09-18
16143,NWE,LAC,2011-09-18
2159,BAL,TEN,2011-09-18
8258,DET,KAN,2011-09-18
10487,JAX,NYJ,2011-09-18
14956,MIA,HOU,2011-09-18
22943,TAM,MIN,2011-09-18
9315,HOU,MIA,2011-09-18
4092,CHI,NOR,2011-09-18
11683,KAN,DET,2011-09-18
23883,TEN,BAL,2011-09-18
1055,ATL,PHI,2011-09-18
21005,PIT,SEA,2011-09-18
820,ARI,WAS,2011-09-18
17216,NOR,CHI,2011-09-18
4817,CIN,DEN,2011-09-18
19759,PHI,ATL,2011-09-18
15579,MIN,TAM,2011-09-18
18014,NYG,LAR,2011-09-19
13988,LAR,NYG,2011-09-19
821,ARI,SEA,2011-09-25
4818,CIN,SFO,2011-09-25
19760,PHI,NYG,2011-09-25
3709,CAR,JAX,2011-09-25
22235,SEA,ARI,2011-09-25
16144,NWE,BUF,2011-09-25
18015,NYG,PHI,2011-09-25
6995,DEN,TEN,2011-09-25
9316,HOU,NOR,2011-09-25
15580,MIN,DET,2011-09-25
21006,PIT,IND,2011-09-25
22944,TAM,ATL,2011-09-25
10488,JAX,CAR,2011-09-25
12526,LVR,NYJ,2011-09-25
1056,ATL,TAM,2011-09-25
12984,LAC,KAN,2011-09-25
13989,LAR,BAL,2011-09-25
8259,DET,MIN,2011-09-25
3358,BUF,NWE,2011-09-25
21810,SFO,CIN,2011-09-25
10044,IND,PIT,2011-09-25
4093,CHI,GNB,2011-09-25
18879,NYJ,LVR,2011-09-25
23884,TEN,DEN,2011-09-25
2160,BAL,LAR,2011-09-25
14957,MIA,CLE,2011-09-25
17217,NOR,HOU,2011-09-25
9252,GNB,CHI,2011-09-25
11684,KAN,LAC,2011-09-25
5786,CLE,MIA,2011-09-25
6050,DAL,WAS,2011-09-26
24397,WAS,DAL,2011-09-26
6051,DAL,DET,2011-10-02
6996,DEN,GNB,2011-10-02
21811,SFO,PHI,2011-10-02
14958,MIA,LAC,2011-10-02
23885,TEN,CLE,2011-10-02
822,ARI,NYG,2011-10-02
8260,DET,DAL,2011-10-02
13990,LAR,WAS,2011-10-02
3359,BUF,CIN,2011-10-02
9317,HOU,PIT,2011-10-02
21007,PIT,HOU,2011-10-02
5787,CLE,TEN,2011-10-02
1057,ATL,SEA,2011-10-02
22236,SEA,ATL,2011-10-02
19761,PHI,SFO,2011-10-02
24398,WAS,LAR,2011-10-02
11685,KAN,MIN,2011-10-02
10489,JAX,NOR,2011-10-02
12985,LAC,MIA,2011-10-02
17218,NOR,JAX,2011-10-02
15581,MIN,KAN,2011-10-02
16145,NWE,LVR,2011-10-02
3710,CAR,CHI,2011-10-02
2161,BAL,NYJ,2011-10-02
4819,CIN,BUF,2011-10-02
12527,LVR,NWE,2011-10-02
18016,NYG,ARI,2011-10-02
18880,NYJ,BAL,2011-10-02
4094,CHI,CAR,2011-10-02
9253,GNB,DEN,2011-10-02
22945,TAM,IND,2011-10-03
10045,IND,TAM,2011-10-03
823,ARI,MIN,2011-10-09
12528,LVR,HOU,2011-10-09
18881,NYJ,NWE,2011-10-09
10490,JAX,CIN,2011-10-09
18017,NYG,SEA,2011-10-09
23886,TEN,PIT,2011-10-09
21812,SFO,TAM,2011-10-09
3711,CAR,NOR,2011-10-09
4820,CIN,JAX,2011-10-09
1058,ATL,GNB,2011-10-09
9318,HOU,LVR,2011-10-09
16146,NWE,NYJ,2011-10-09
21008,PIT,TEN,2011-10-09
15582,MIN,ARI,2011-10-09
22237,SEA,NYG,2011-10-09
11686,KAN,IND,2011-10-09
19762,PHI,BUF,2011-10-09
22946,TAM,SFO,2011-10-09
12986,LAC,DEN,2011-10-09
3360,BUF,PHI,2011-10-09
6997,DEN,LAC,2011-10-09
17219,NOR,CAR,2011-10-09
9254,GNB,ATL,2011-10-09
10046,IND,KAN,2011-10-09
4095,CHI,DET,2011-10-10
8261,DET,CHI,2011-10-10
18018,NYG,BUF,2011-10-16
21813,SFO,DET,2011-10-16
19763,PHI,WAS,2011-10-16
10491,JAX,PIT,2011-10-16
4821,CIN,IND,2011-10-16
17220,NOR,TAM,2011-10-16
16147,NWE,DAL,2011-10-16
10047,IND,CIN,2011-10-16
22947,TAM,NOR,2011-10-16
9255,GNB,LAR,2011-10-16
9319,HOU,BAL,2011-10-16
1059,ATL,CAR,2011-10-16
15583,MIN,CHI,2011-10-16
4096,CHI,MIN,2011-10-16
21009,PIT,JAX,2011-10-16
12529,LVR,CLE,2011-10-16
6052,DAL,NWE,2011-10-16
24399,WAS,PHI,2011-10-16
8262,DET,SFO,2011-10-16
3361,BUF,NYG,2011-10-16
3712,CAR,ATL,2011-10-16
13991,LAR,GNB,2011-10-16
5788,CLE,LVR,2011-10-16
2162,BAL,HOU,2011-10-16
18882,NYJ,MIA,2011-10-17
14959,MIA,NYJ,2011-10-17
14960,MIA,DEN,2011-10-23
21010,PIT,ARI,2011-10-23
3713,CAR,WAS,2011-10-23
9320,HOU,TEN,2011-10-23
6053,DAL,LAR,2011-10-23
24400,WAS,CAR,2011-10-23
12987,LAC,NYJ,2011-10-23
9256,GNB,MIN,2011-10-23
22948,TAM,CHI,2011-10-23
12530,LVR,KAN,2011-10-23
6998,DEN,MIA,2011-10-23
5789,CLE,SEA,2011-10-23
4097,CHI,TAM,2011-10-23
824,ARI,PIT,2011-10-23
13992,LAR,DAL,2011-10-23
22238,SEA,CLE,2011-10-23
17221,NOR,IND,2011-10-23
15584,MIN,GNB,2011-10-23
11687,KAN,LVR,2011-10-23
8263,DET,ATL,2011-10-23
1060,ATL,DET,2011-10-23
18883,NYJ,LAC,2011-10-23
23887,TEN,HOU,2011-10-23
10048,IND,NOR,2011-10-23
2163,BAL,JAX,2011-10-24
10492,JAX,BAL,2011-10-24
3714,CAR,MIN,2011-10-30
2164,BAL,ARI,2011-10-30
10049,IND,TEN,2011-10-30
3362,BUF,WAS,2011-10-30
24401,WAS,BUF,2011-10-30
5790,CLE,SFO,2011-10-30
825,ARI,BAL,2011-10-30
19764,PHI,DAL,2011-10-30
21814,SFO,CLE,2011-10-30
16148,NWE,PIT,2011-10-30
17222,NOR,LAR,2011-10-30
18019,NYG,MIA,2011-10-30
9321,HOU,JAX,2011-10-30
14961,MIA,NYG,2011-10-30
21011,PIT,NWE,2011-10-30
15585,MIN,CAR,2011-10-30
10493,JAX,HOU,2011-10-30
22239,SEA,CIN,2011-10-30
8264,DET,DEN,2011-10-30
23888,TEN,IND,2011-10-30
4822,CIN,SEA,2011-10-30
13993,LAR,NOR,2011-10-30
6999,DEN,DET,2011-10-30
6054,DAL,PHI,2011-10-30
12988,LAC,KAN,2011-10-31
11688,KAN,LAC,2011-10-31
12531,LVR,DEN,2011-11-06
16149,NWE,NYG,2011-11-06
18884,NYJ,BUF,2011-11-06
24402,WAS,SFO,2011-11-06
4823,CIN,TEN,2011-11-06
10050,IND,ATL,2011-11-06
9257,GNB,LAC,2011-11-06
12989,LAC,GNB,2011-11-06
22240,SEA,DAL,2011-11-06
11689,KAN,MIA,2011-11-06
21815,SFO,WAS,2011-11-06
7000,DEN,LVR,2011-11-06
18020,NYG,NWE,2011-11-06
1061,ATL,IND,2011-11-06
9322,HOU,CLE,2011-11-06
6055,DAL,SEA,2011-11-06
2165,BAL,PIT,2011-11-06
13994,LAR,ARI,2011-11-06
826,ARI,LAR,2011-11-06
14962,MIA,KAN,2011-11-06
3363,BUF,NYJ,2011-11-06
23889,TEN,CIN,2011-11-06
21012,PIT,BAL,2011-11-06
5791,CLE,HOU,2011-11-06
22949,TAM,NOR,2011-11-06
17223,NOR,TAM,2011-11-06
4098,CHI,PHI,2011-11-07
19765,PHI,CHI,2011-11-07
12532,LVR,LAC,2011-11-10
12990,LAC,LVR,2011-11-10
18021,NYG,SFO,2011-11-13
5792,CLE,LAR,2011-11-13
23890,TEN,CAR,2011-11-13
3364,BUF,DAL,2011-11-13
4099,CHI,DET,2011-11-13
827,ARI,PHI,2011-11-13
14963,MIA,WAS,2011-11-13
13995,LAR,CLE,2011-11-13
19766,PHI,ARI,2011-11-13
18885,NYJ,NWE,2011-11-13
21816,SFO,NYG,2011-11-13
1062,ATL,NOR,2011-11-13
11690,KAN,DEN,2011-11-13
22950,TAM,HOU,2011-11-13
22241,SEA,BAL,2011-11-13
21013,PIT,CIN,2011-11-13
17224,NOR,ATL,2011-11-13
10051,IND,JAX,2011-11-13
10494,JAX,IND,2011-11-13
2166,BAL,SEA,2011-11-13
16150,NWE,NYJ,2011-11-13
6056,DAL,BUF,2011-11-13
3715,CAR,TEN,2011-11-13
4824,CIN,PIT,2011-11-13
7001,DEN,KAN,2011-11-13
8265,DET,CHI,2011-11-13
24403,WAS,MIA,2011-11-13
9323,HOU,TAM,2011-11-13
9258,GNB,MIN,2011-11-14
15586,MIN,GNB,2011-11-14
7002,DEN,NYJ,2011-11-17
18886,NYJ,DEN,2011-11-17
9259,GNB,TAM,2011-11-20
1063,ATL,TEN,2011-11-20
13996,LAR,SEA,2011-11-20
828,ARI,SFO,2011-11-20
19767,PHI,NYG,2011-11-20
4825,CIN,BAL,2011-11-20
3716,CAR,DET,2011-11-20
14964,MIA,BUF,2011-11-20
15587,MIN,LVR,2011-11-20
5793,CLE,JAX,2011-11-20
22242,SEA,LAR,2011-11-20
21817,SFO,ARI,2011-11-20
6057,DAL,WAS,2011-11-20
3365,BUF,MIA,2011-11-20
12991,LAC,CHI,2011-11-20
23891,TEN,ATL,2011-11-20
22951,TAM,GNB,2011-11-20
12533,LVR,MIN,2011-11-20
4100,CHI,LAC,2011-11-20
24404,WAS,DAL,2011-11-20
18022,NYG,PHI,2011-11-20
2167,BAL,CIN,2011-11-20
10495,JAX,CLE,2011-11-20
8266,DET,CAR,2011-11-20
11691,KAN,NWE,2011-11-21
16151,NWE,KAN,2011-11-21
9260,GNB,DET,2011-11-24
8267,DET,GNB,2011-11-24
21818,SFO,BAL,2011-11-24
6058,DAL,MIA,2011-11-24
2168,BAL,SFO,2011-11-24
14965,MIA,DAL,2011-11-24
9324,HOU,JAX,2011-11-27
13997,LAR,ARI,2011-11-27
16152,NWE,PHI,2011-11-27
22243,SEA,WAS,2011-11-27
12992,LAC,DEN,2011-11-27
10052,IND,CAR,2011-11-27
3717,CAR,IND,2011-11-27
4826,CIN,CLE,2011-11-27
7003,DEN,LAC,2011-11-27
18887,NYJ,BUF,2011-11-27
10496,JAX,HOU,2011-11-27
5794,CLE,CIN,2011-11-27
23892,TEN,TAM,2011-11-27
12534,LVR,CHI,2011-11-27
3366,BUF,NYJ,2011-11-27
11692,KAN,PIT,2011-11-27
24405,WAS,SEA,2011-11-27
829,ARI,LAR,2011-11-27
4101,CHI,LVR,2011-11-27
21014,PIT,KAN,2011-11-27
19768,PHI,NWE,2011-11-27
1064,ATL,MIN,2011-11-27
15588,MIN,ATL,2011-11-27
22952,TAM,TEN,2011-11-27
17225,NOR,NYG,2011-11-28
18023,NYG,NOR,2011-11-28
19769,PHI,SEA,2011-12-01
22244,SEA,PHI,2011-12-01
21819,SFO,LAR,2011-12-04
3718,CAR,TAM,2011-12-04
11693,KAN,CHI,2011-12-04
8268,DET,NOR,2011-12-04
15589,MIN,DEN,2011-12-04
5795,CLE,BAL,2011-12-04
18888,NYJ,WAS,2011-12-04
830,ARI,DAL,2011-12-04
21015,PIT,CIN,2011-12-04
23893,TEN,BUF,2011-12-04
6059,DAL,ARI,2011-12-04
16153,NWE,IND,2011-12-04
10053,IND,NWE,2011-12-04
14966,MIA,LVR,2011-12-04
4102,CHI,KAN,2011-12-04
1065,ATL,HOU,2011-12-04
3367,BUF,TEN,2011-12-04
13998,LAR,SFO,2011-12-04
4827,CIN,PIT,2011-12-04
9261,GNB,NYG,2011-12-04
22953,TAM,CAR,2011-12-04
7004,DEN,MIN,2011-12-04
9325,HOU,ATL,2011-12-04
17226,NOR,DET,2011-12-04
18024,NYG,GNB,2011-12-04
24406,WAS,NYJ,2011-12-04
2169,BAL,CLE,2011-12-04
12535,LVR,MIA,2011-12-04
10497,JAX,LAC,2011-12-05
12993,LAC,JAX,2011-12-05
21016,PIT,CLE,2011-12-08
5796,CLE,PIT,2011-12-08
24407,WAS,NWE,2011-12-11
16154,NWE,WAS,2011-12-11
4103,CHI,DEN,2011-12-11
10498,JAX,TAM,2011-12-11
3368,BUF,LAC,2011-12-11
3719,CAR,ATL,2011-12-11
12994,LAC,BUF,2011-12-11
2170,BAL,IND,2011-12-11
15590,MIN,DET,2011-12-11
831,ARI,SFO,2011-12-11
18889,NYJ,KAN,2011-12-11
4828,CIN,HOU,2011-12-11
22954,TAM,JAX,2011-12-11
10054,IND,BAL,2011-12-11
7005,DEN,CHI,2011-12-11
17227,NOR,TEN,2011-12-11
21820,SFO,ARI,2011-12-11
6060,DAL,NYG,2011-12-11
12536,LVR,GNB,2011-12-11
18025,NYG,DAL,2011-12-11
23894,TEN,NOR,2011-12-11
9326,HOU,CIN,2011-12-11
14967,MIA,PHI,2011-12-11
9262,GNB,LVR,2011-12-11
8269,DET,MIN,2011-12-11
1066,ATL,CAR,2011-12-11
19770,PHI,MIA,2011-12-11
11694,KAN,NYJ,2011-12-11
13999,LAR,SEA,2011-12-12
22245,SEA,LAR,2011-12-12
1067,ATL,JAX,2011-12-15
10499,JAX,ATL,2011-12-15
6061,DAL,TAM,2011-12-17
22955,TAM,DAL,2011-12-17
14968,MIA,BUF,2011-12-18
9327,HOU,CAR,2011-12-18
11695,KAN,GNB,2011-12-18
18890,NYJ,PHI,2011-12-18
15591,MIN,NOR,2011-12-18
22246,SEA,CHI,2011-12-18
4829,CIN,LAR,2011-12-18
4104,CHI,SEA,2011-12-18
3369,BUF,MIA,2011-12-18
12537,LVR,DET,2011-12-18
3720,CAR,HOU,2011-12-18
17228,NOR,MIN,2011-12-18
12995,LAC,BAL,2011-12-18
7006,DEN,NWE,2011-12-18
19771,PHI,NYJ,2011-12-18
14000,LAR,CIN,2011-12-18
10055,IND,TEN,2011-12-18
23895,TEN,IND,2011-12-18
16155,NWE,DEN,2011-12-18
5797,CLE,ARI,2011-12-18
24408,WAS,NYG,2011-12-18
832,ARI,CLE,2011-12-18
8270,DET,LVR,2011-12-18
9263,GNB,KAN,2011-12-18
2171,BAL,LAC,2011-12-18
18026,NYG,WAS,2011-12-18
21821,SFO,PIT,2011-12-19
21017,PIT,SFO,2011-12-19
10056,IND,HOU,2011-12-22
9328,HOU,IND,2011-12-22
23896,TEN,JAX,2011-12-24
18891,NYJ,NYG,2011-12-24
3370,BUF,DEN,2011-12-24
22956,TAM,CAR,2011-12-24
15592,MIN,WAS,2011-12-24
2172,BAL,CLE,2011-12-24
16156,NWE,MIA,2011-12-24
24409,WAS,MIN,2011-12-24
8271,DET,LAC,2011-12-24
14969,MIA,NWE,2011-12-24
11696,KAN,LVR,2011-12-24
14001,LAR,PIT,2011-12-24
833,ARI,CIN,2011-12-24
18027,NYG,NYJ,2011-12-24
5798,CLE,BAL,2011-12-24
19772,PHI,DAL,2011-12-24
10500,JAX,TEN,2011-12-24
6062,DAL,PHI,2011-12-24
21018,PIT,LAR,2011-12-24
4830,CIN,ARI,2011-12-24
12538,LVR,KAN,2011-12-24
22247,SEA,SFO,2011-12-24
21822,SFO,SEA,2011-12-24
12996,LAC,DET,2011-12-24
7007,DEN,BUF,2011-12-24
3721,CAR,TAM,2011-12-24
9264,GNB,CHI,2011-12-25
4105,CHI,GNB,2011-12-25
1068,ATL,NOR,2011-12-26
17229,NOR,ATL,2011-12-26
12539,LVR,LAC,2012-01-01
10057,IND,JAX,2012-01-01
7008,DEN,KAN,2012-01-01
9329,HOU,TEN,2012-01-01
12997,LAC,LVR,2012-01-01
18892,NYJ,MIA,2012-01-01
8272,DET,GNB,2012-01-01
18028,NYG,DAL,2012-01-01
14002,LAR,SFO,2012-01-01
24410,WAS,PHI,2012-01-01
15593,MIN,CHI,2012-01-01
10501,JAX,IND,2012-01-01
19773,PHI,WAS,2012-01-01
1069,ATL,TAM,2012-01-01
834,ARI,SEA,2012-01-01
5799,CLE,PIT,2012-01-01
6063,DAL,NYG,2012-01-01
17230,NOR,CAR,2012-01-01
4831,CIN,BAL,2012-01-01
21019,PIT,CLE,2012-01-01
22248,SEA,ARI,2012-01-01
21823,SFO,LAR,2012-01-01
3722,CAR,NOR,2012-01-01
11697,KAN,DEN,2012-01-01
14970,MIA,NYJ,2012-01-01
3371,BUF,NWE,2012-01-01
23897,TEN,HOU,2012-01-01
9265,GNB,DET,2012-01-01
2173,BAL,CIN,2012-01-01
22957,TAM,ATL,2012-01-01
4106,CHI,MIN,2012-01-01
16157,NWE,BUF,2012-01-01
18212,NYG,DAL,2012-09-05
6509,DAL,NYG,2012-09-05
24524,WAS,NOR,2012-09-09
16970,NOR,WAS,2012-09-09
15916,MIN,JAX,2012-09-09
19461,PHI,CLE,2012-09-09
19288,NYJ,BUF,2012-09-09
3772,CAR,TAM,2012-09-09
14923,MIA,HOU,2012-09-09
21573,SFO,GNB,2012-09-09
9555,HOU,MIA,2012-09-09
16206,NWE,TEN,2012-09-09
9635,IND,CHI,2012-09-09
8194,DET,LAR,2012-09-09
4275,CHI,IND,2012-09-09
496,ARI,SEA,2012-09-09
10806,JAX,MIN,2012-09-09
