,team,opponent,date
1116,ATL,KAN,2012-09-09
6929,DEN,PIT,2012-09-09
8943,GNB,SFO,2012-09-09
2786,BUF,NYJ,2012-09-09
24111,TEN,NWE,2012-09-09
22047,SEA,ARI,2012-09-09
23054,TAM,CAR,2012-09-09
13844,LAR,DET,2012-09-09
20280,PIT,DEN,2012-09-09
5589,CLE,PHI,2012-09-09
11177,KAN,ATL,2012-09-09
2308,BAL,CIN,2012-09-10
5495,CIN,BAL,2012-09-10
13012,LAC,LVR,2012-09-10
12189,LVR,LAC,2012-09-10
4276,CHI,GNB,2012-09-13
8944,GNB,CHI,2012-09-13
9636,IND,MIN,2012-09-16
21574,SFO,DET,2012-09-16
19289,NYJ,PIT,2012-09-16
5590,CLE,CIN,2012-09-16
2309,BAL,PHI,2012-09-16
5496,CIN,CLE,2012-09-16
6510,DAL,SEA,2012-09-16
8195,DET,SFO,2012-09-16
12190,LVR,MIA,2012-09-16
10807,JAX,HOU,2012-09-16
15917,MIN,IND,2012-09-16
9556,HOU,JAX,2012-09-16
23055,TAM,NYG,2012-09-16
497,ARI,NWE,2012-09-16
22048,SEA,DAL,2012-09-16
16207,NWE,ARI,2012-09-16
2787,BUF,KAN,2012-09-16
24112,TEN,LAC,2012-09-16
14924,MIA,LVR,2012-09-16
20281,PIT,NYJ,2012-09-16
16971,NOR,CAR,2012-09-16
18213,NYG,TAM,2012-09-16
11178,KAN,BUF,2012-09-16
13013,LAC,TEN,2012-09-16
24525,WAS,LAR,2012-09-16
19462,PHI,BAL,2012-09-16
13845,LAR,WAS,2012-09-16
3773,CAR,NOR,2012-09-16
1117,ATL,DEN,2012-09-17
6930,DEN,ATL,2012-09-17
18214,NYG,CAR,2012-09-20
3774,CAR,NYG,2012-09-20
6511,DAL,TAM,2012-09-23
2310,BAL,NWE,2012-09-23
13846,LAR,CHI,2012-09-23
13014,LAC,ATL,2012-09-23
498,ARI,PHI,2012-09-23
10808,JAX,IND,2012-09-23
9637,IND,JAX,2012-09-23
9557,HOU,DEN,2012-09-23
20282,PIT,LVR,2012-09-23
8196,DET,TEN,2012-09-23
1118,ATL,LAC,2012-09-23
12191,LVR,PIT,2012-09-23
11179,KAN,NOR,2012-09-23
16972,NOR,KAN,2012-09-23
15918,MIN,SFO,2012-09-23
19463,PHI,ARI,2012-09-23
5497,CIN,WAS,2012-09-23
4277,CHI,LAR,2012-09-23
14925,MIA,NYJ,2012-09-23
24113,TEN,DET,2012-09-23
21575,SFO,MIN,2012-09-23
2788,BUF,CLE,2012-09-23
6931,DEN,HOU,2012-09-23
19290,NYJ,MIA,2012-09-23
23056,TAM,DAL,2012-09-23
16208,NWE,BAL,2012-09-23
24526,WAS,CIN,2012-09-23
5591,CLE,BUF,2012-09-23
22049,SEA,GNB,2012-09-24
8945,GNB,SEA,2012-09-24
2311,BAL,CLE,2012-09-27
5592,CLE,BAL,2012-09-27
18215,NYG,PHI,2012-09-30
2789,BUF,NWE,2012-09-30
16973,NOR,GNB,2012-09-30
24527,WAS,TAM,2012-09-30
19464,PHI,NYG,2012-09-30
13015,LAC,KAN,2012-09-30
8946,GNB,NOR,2012-09-30
22050,SEA,LAR,2012-09-30
499,ARI,MIA,2012-09-30
15919,MIN,DET,2012-09-30
12192,LVR,DEN,2012-09-30
5498,CIN,JAX,2012-09-30
21576,SFO,NYJ,2012-09-30
24114,TEN,HOU,2012-09-30
19291,NYJ,SFO,2012-09-30
11180,KAN,LAC,2012-09-30
23057,TAM,WAS,2012-09-30
6932,DEN,LVR,2012-09-30
13847,LAR,SEA,2012-09-30
16209,NWE,BUF,2012-09-30
9558,HOU,TEN,2012-09-30
1119,ATL,CAR,2012-09-30
3775,CAR,ATL,2012-09-30
14926,MIA,ARI,2012-09-30
10809,JAX,CIN,2012-09-30
8197,DET,MIN,2012-09-30
4278,CHI,DAL,2012-10-01
6512,DAL,CHI,2012-10-01
500,ARI,LAR,2012-10-04
13848,LAR,ARI,2012-10-04
22051,SEA,CAR,2012-10-07
19465,PHI,PIT,2012-10-07
2790,BUF,SFO,2012-10-07
14927,MIA,CIN,2012-10-07
24528,WAS,ATL,2012-10-07
15920,MIN,TEN,2012-10-07
4279,CHI,JAX,2012-10-07
13016,LAC,NOR,2012-10-07
18216,NYG,CLE,2012-10-07
5499,CIN,MIA,2012-10-07
20283,PIT,PHI,2012-10-07
9638,IND,GNB,2012-10-07
16974,NOR,LAC,2012-10-07
11181,KAN,BAL,2012-10-07
10810,JAX,CHI,2012-10-07
24115,TEN,MIN,2012-10-07
8947,GNB,IND,2012-10-07
1120,ATL,WAS,2012-10-07
5593,CLE,NYG,2012-10-07
21577,SFO,BUF,2012-10-07
16210,NWE,DEN,2012-10-07
6933,DEN,NWE,2012-10-07
3776,CAR,SEA,2012-10-07
2312,BAL,KAN,2012-10-07
9559,HOU,NYJ,2012-10-08
19292,NYJ,HOU,2012-10-08
24116,TEN,PIT,2012-10-11
20284,PIT,TEN,2012-10-11
2313,BAL,DAL,2012-10-14
12193,LVR,ATL,2012-10-14
501,ARI,BUF,2012-10-14
9560,HOU,GNB,2012-10-14
14928,MIA,LAR,2012-10-14
9639,IND,NYJ,2012-10-14
13849,LAR,MIA,2012-10-14
1121,ATL,LVR,2012-10-14
21578,SFO,NYG,2012-10-14
22052,SEA,NWE,2012-10-14
18217,NYG,SFO,2012-10-14
19466,PHI,DET,2012-10-14
11182,KAN,TAM,2012-10-14
19293,NYJ,IND,2012-10-14
8198,DET,PHI,2012-10-14
16211,NWE,SEA,2012-10-14
15921,MIN,WAS,2012-10-14
5500,CIN,CLE,2012-10-14
24529,WAS,MIN,2012-10-14
8948,GNB,HOU,2012-10-14
23058,TAM,KAN,2012-10-14
6513,DAL,BAL,2012-10-14
5594,CLE,CIN,2012-10-14
2791,BUF,ARI,2012-10-14
13017,LAC,DEN,2012-10-15
6934,DEN,LAC,2012-10-15
22053,SEA,SFO,2012-10-18
21579,SFO,SEA,2012-10-18
24117,TEN,BUF,2012-10-21
15922,MIN,ARI,2012-10-21
19294,NYJ,NWE,2012-10-21
16212,NWE,NYJ,2012-10-21
16975,NOR,TAM,2012-10-21
5595,CLE,IND,2012-10-21
5501,CIN,PIT,2012-10-21
18218,NYG,WAS,2012-10-21
23059,TAM,NOR,2012-10-21
8949,GNB,LAR,2012-10-21
6514,DAL,CAR,2012-10-21
13850,LAR,GNB,2012-10-21
24530,WAS,NYG,2012-10-21
2314,BAL,HOU,2012-10-21
3777,CAR,DAL,2012-10-21
12194,LVR,JAX,2012-10-21
9561,HOU,BAL,2012-10-21
10811,JAX,LVR,2012-10-21
502,ARI,MIN,2012-10-21
2792,BUF,TEN,2012-10-21
20285,PIT,CIN,2012-10-21
9640,IND,CLE,2012-10-21
8199,DET,CHI,2012-10-22
4280,CHI,DET,2012-10-22
23060,TAM,MIN,2012-10-25
15923,MIN,TAM,2012-10-25
6935,DEN,NOR,2012-10-28
13851,LAR,NWE,2012-10-28
12195,LVR,KAN,2012-10-28
4281,CHI,CAR,2012-10-28
24531,WAS,PIT,2012-10-28
11183,KAN,LVR,2012-10-28
9641,IND,TEN,2012-10-28
1122,ATL,PHI,2012-10-28
22054,SEA,DET,2012-10-28
16976,NOR,DEN,2012-10-28
3778,CAR,CHI,2012-10-28
18219,NYG,DAL,2012-10-28
6515,DAL,NYG,2012-10-28
24118,TEN,IND,2012-10-28
19295,NYJ,MIA,2012-10-28
10812,JAX,GNB,2012-10-28
8200,DET,SEA,2012-10-28
8950,GNB,JAX,2012-10-28
20286,PIT,WAS,2012-10-28
13018,LAC,CLE,2012-10-28
5596,CLE,LAC,2012-10-28
14929,MIA,NYJ,2012-10-28
19467,PHI,ATL,2012-10-28
16213,NWE,LAR,2012-10-28
21580,SFO,ARI,2012-10-29
503,ARI,SFO,2012-10-29
11184,KAN,LAC,2012-11-01
13019,LAC,KAN,2012-11-01
8951,GNB,ARI,2012-11-04
1123,ATL,DAL,2012-11-04
9642,IND,MIA,2012-11-04
24532,WAS,CAR,2012-11-04
10813,JAX,DET,2012-11-04
9562,HOU,BUF,2012-11-04
24119,TEN,CHI,2012-11-04
2315,BAL,CLE,2012-11-04
8201,DET,JAX,2012-11-04
20287,PIT,NYG,2012-11-04
4282,CHI,TEN,2012-11-04
18220,NYG,PIT,2012-11-04
3779,CAR,WAS,2012-11-04
12196,LVR,TAM,2012-11-04
5597,CLE,BAL,2012-11-04
2793,BUF,HOU,2012-11-04
14930,MIA,IND,2012-11-04
5502,CIN,DEN,2012-11-04
6516,DAL,ATL,2012-11-04
22055,SEA,MIN,2012-11-04
23061,TAM,LVR,2012-11-04
15924,MIN,SEA,2012-11-04
504,ARI,GNB,2012-11-04
6936,DEN,CIN,2012-11-04
16977,NOR,PHI,2012-11-05
19468,PHI,NOR,2012-11-05
10814,JAX,IND,2012-11-08
9643,IND,JAX,2012-11-08
6937,DEN,CAR,2012-11-11
2316,BAL,LVR,2012-11-11
13020,LAC,TAM,2012-11-11
15925,MIN,DET,2012-11-11
9563,HOU,CHI,2012-11-11
23062,TAM,LAC,2012-11-11
16214,NWE,BUF,2012-11-11
16978,NOR,ATL,2012-11-11
19296,NYJ,SEA,2012-11-11
6517,DAL,PHI,2012-11-11
12197,LVR,BAL,2012-11-11
5503,CIN,NYG,2012-11-11
2794,BUF,NWE,2012-11-11
4283,CHI,HOU,2012-11-11
14931,MIA,TEN,2012-11-11
18221,NYG,CIN,2012-11-11
22056,SEA,NYJ,2012-11-11
3780,CAR,DEN,2012-11-11
8202,DET,MIN,2012-11-11
1124,ATL,NOR,2012-11-11
19469,PHI,DAL,2012-11-11
21581,SFO,LAR,2012-11-11
13852,LAR,SFO,2012-11-11
24120,TEN,MIA,2012-11-11
20288,PIT,KAN,2012-11-12
11185,KAN,PIT,2012-11-12
2795,BUF,MIA,2012-11-15
14932,MIA,BUF,2012-11-15
12198,LVR,NOR,2012-11-18
9564,HOU,JAX,2012-11-18
19297,NYJ,LAR,2012-11-18
6518,DAL,CLE,2012-11-18
20289,PIT,BAL,2012-11-18
6938,DEN,LAC,2012-11-18
19470,PHI,WAS,2012-11-18
13021,LAC,DEN,2012-11-18
24533,WAS,PHI,2012-11-18
505,ARI,ATL,2012-11-18
11186,KAN,CIN,2012-11-18
16215,NWE,IND,2012-11-18
10815,JAX,HOU,2012-11-18
5504,CIN,KAN,2012-11-18
16979,NOR,LVR,2012-11-18
13853,LAR,NYJ,2012-11-18
23063,TAM,CAR,2012-11-18
1125,ATL,ARI,2012-11-18
8203,DET,GNB,2012-11-18
5598,CLE,DAL,2012-11-18
2317,BAL,PIT,2012-11-18
3781,CAR,TAM,2012-11-18
8952,GNB,DET,2012-11-18
9644,IND,NWE,2012-11-18
4284,CHI,SFO,2012-11-19
21582,SFO,CHI,2012-11-19
8204,DET,HOU,2012-11-22
6519,DAL,WAS,2012-11-22
19298,NYJ,NWE,2012-11-22
9565,HOU,DET,2012-11-22
16216,NWE,NYJ,2012-11-22
24534,WAS,DAL,2012-11-22
23064,TAM,ATL,2012-11-25
6939,DEN,KAN,2012-11-25
14933,MIA,SEA,2012-11-25
13854,LAR,ARI,2012-11-25
15926,MIN,CHI,2012-11-25
22057,SEA,MIA,2012-11-25
13022,LAC,BAL,2012-11-25
2318,BAL,LAC,2012-11-25
8953,GNB,NYG,2012-11-25
2796,BUF,IND,2012-11-25
4285,CHI,MIN,2012-11-25
5599,CLE,PIT,2012-11-25
16980,NOR,SFO,2012-11-25
24121,TEN,JAX,2012-11-25
5505,CIN,LVR,2012-11-25
12199,LVR,CIN,2012-11-25
20290,PIT,CLE,2012-11-25
506,ARI,LAR,2012-11-25
10816,JAX,TEN,2012-11-25
18222,NYG,GNB,2012-11-25
9645,IND,BUF,2012-11-25
21583,SFO,NOR,2012-11-25
1126,ATL,TAM,2012-11-25
11187,KAN,DEN,2012-11-25
3782,CAR,PHI,2012-11-26
19471,PHI,CAR,2012-11-26
16981,NOR,ATL,2012-11-29
1127,ATL,NOR,2012-11-29
13855,LAR,SFO,2012-12-02
3783,CAR,KAN,2012-12-02
21584,SFO,LAR,2012-12-02
5506,CIN,LAC,2012-12-02
2797,BUF,JAX,2012-12-02
2319,BAL,PIT,2012-12-02
11188,KAN,CAR,2012-12-02
15927,MIN,GNB,2012-12-02
14934,MIA,NWE,2012-12-02
19472,PHI,DAL,2012-12-02
24122,TEN,HOU,2012-12-02
4286,CHI,SEA,2012-12-02
13023,LAC,CIN,2012-12-02
507,ARI,NYJ,2012-12-02
5600,CLE,LVR,2012-12-02
6940,DEN,TAM,2012-12-02
22058,SEA,CHI,2012-12-02
12200,LVR,CLE,2012-12-02
19299,NYJ,ARI,2012-12-02
9566,HOU,TEN,2012-12-02
9646,IND,DET,2012-12-02
10817,JAX,BUF,2012-12-02
23065,TAM,DEN,2012-12-02
6520,DAL,PHI,2012-12-02
8954,GNB,MIN,2012-12-02
20291,PIT,BAL,2012-12-02
8205,DET,IND,2012-12-02
16217,NWE,MIA,2012-12-02
18223,NYG,WAS,2012-12-03
24535,WAS,NYG,2012-12-03
6941,DEN,LVR,2012-12-06
12201,LVR,DEN,2012-12-06
3784,CAR,ATL,2012-12-09
15928,MIN,CHI,2012-12-09
19300,NYJ,JAX,2012-12-09
8955,GNB,DET,2012-12-09
21585,SFO,MIA,2012-12-09
9647,IND,TEN,2012-12-09
16982,NOR,NYG,2012-12-09
19473,PHI,TAM,2012-12-09
4287,CHI,MIN,2012-12-09
14935,MIA,SFO,2012-12-09
11189,KAN,CLE,2012-12-09
1128,ATL,CAR,2012-12-09
20292,PIT,LAC,2012-12-09
6521,DAL,CIN,2012-12-09
13024,LAC,PIT,2012-12-09
18224,NYG,NOR,2012-12-09
23066,TAM,PHI,2012-12-09
22059,SEA,ARI,2012-12-09
10818,JAX,NYJ,2012-12-09
2320,BAL,WAS,2012-12-09
2798,BUF,LAR,2012-12-09
13856,LAR,BUF,2012-12-09
508,ARI,SEA,2012-12-09
5601,CLE,KAN,2012-12-09
24123,TEN,IND,2012-12-09
8206,DET,GNB,2012-12-09
5507,CIN,DAL,2012-12-09
24536,WAS,BAL,2012-12-09
9567,HOU,NWE,2012-12-10
16218,NWE,HOU,2012-12-10
5508,CIN,PHI,2012-12-13
19474,PHI,CIN,2012-12-13
6942,DEN,BAL,2012-12-16
24537,WAS,CLE,2012-12-16
8207,DET,ARI,2012-12-16
18225,NYG,ATL,2012-12-16
509,ARI,DET,2012-12-16
22060,SEA,BUF,2012-12-16
2321,BAL,DEN,2012-12-16
10819,JAX,MIA,2012-12-16
13857,LAR,MIN,2012-12-16
8956,GNB,CHI,2012-12-16
2799,BUF,SEA,2012-12-16
5602,CLE,WAS,2012-12-16
6522,DAL,PIT,2012-12-16
15929,MIN,LAR,2012-12-16
21586,SFO,NWE,2012-12-16
1129,ATL,NYG,2012-12-16
14936,MIA,JAX,2012-12-16
20293,PIT,DAL,2012-12-16
9568,HOU,IND,2012-12-16
23067,TAM,NOR,2012-12-16
4288,CHI,GNB,2012-12-16
16983,NOR,TAM,2012-12-16
16219,NWE,SFO,2012-12-16
9648,IND,HOU,2012-12-16
3785,CAR,LAC,2012-12-16
11190,KAN,LVR,2012-12-16
12202,LVR,KAN,2012-12-16
13025,LAC,CAR,2012-12-16
19301,NYJ,TEN,2012-12-17
24124,TEN,NYJ,2012-12-17
1130,ATL,DET,2012-12-22
8208,DET,ATL,2012-12-22
10820,JAX,NWE,2012-12-23
510,ARI,CHI,2012-12-23
9569,HOU,MIN,2012-12-23
16220,NWE,JAX,2012-12-23
3786,CAR,LVR,2012-12-23
19475,PHI,WAS,2012-12-23
20294,PIT,CIN,2012-12-23
24538,WAS,PHI,2012-12-23
15930,MIN,HOU,2012-12-23
18226,NYG,BAL,2012-12-23
5603,CLE,DEN,2012-12-23
6523,DAL,NOR,2012-12-23
2800,BUF,MIA,2012-12-23
2322,BAL,NYG,2012-12-23
21587,SFO,SEA,2012-12-23
5509,CIN,PIT,2012-12-23
13026,LAC,NYJ,2012-12-23
4289,CHI,ARI,2012-12-23
12203,LVR,CAR,2012-12-23
24125,TEN,GNB,2012-12-23
23068,TAM,LAR,2012-12-23
14937,MIA,BUF,2012-12-23
16984,NOR,DAL,2012-12-23
9649,IND,KAN,2012-12-23
11191,KAN,IND,2012-12-23
6943,DEN,CLE,2012-12-23
8957,GNB,TEN,2012-12-23
22061,SEA,SFO,2012-12-23
13858,LAR,TAM,2012-12-23
19302,NYJ,LAC,2012-12-23
16985,NOR,CAR,2012-12-30
12204,LVR,LAC,2012-12-30
18227,NYG,PHI,2012-12-30
9570,HOU,IND,2012-12-30
2323,BAL,CIN,2012-12-30
19476,PHI,NYG,2012-12-30
2801,BUF,NYJ,2012-12-30
24539,WAS,DAL,2012-12-30
16221,NWE,MIA,2012-12-30
3787,CAR,NOR,2012-12-30
6524,DAL,WAS,2012-12-30
5510,CIN,BAL,2012-12-30
4290,CHI,DET,2012-12-30
8209,DET,CHI,2012-12-30
23069,TAM,ATL,2012-12-30
11192,KAN,DEN,2012-12-30
1131,ATL,TAM,2012-12-30
6944,DEN,KAN,2012-12-30
21588,SFO,ARI,2012-12-30
14938,MIA,NWE,2012-12-30
8958,GNB,MIN,2012-12-30
19303,NYJ,BUF,2012-12-30
22062,SEA,LAR,2012-12-30
5604,CLE,PIT,2012-12-30
24126,TEN,JAX,2012-12-30
13859,LAR,SEA,2012-12-30
13027,LAC,LVR,2012-12-30
15931,MIN,GNB,2012-12-30
511,ARI,SFO,2012-12-30
10821,JAX,TEN,2012-12-30
20295,PIT,CLE,2012-12-30
9650,IND,HOU,2012-12-30
1842,BAL,DEN,2013-09-05
7452,DEN,BAL,2013-09-05
11402,KAN,JAX,2013-09-08
17601,NOR,ATL,2013-09-08
16551,NWE,BUF,2013-09-08
18744,NYJ,TAM,2013-09-08
25,ARI,LAR,2013-09-08
1447,ATL,NOR,2013-09-08
8415,DET,MIN,2013-09-08
22910,TAM,NYJ,2013-09-08
13516,LAR,ARI,2013-09-08
10534,JAX,KAN,2013-09-08
11821,LVR,IND,2013-09-08
9727,IND,LVR,2013-09-08
22217,SEA,CAR,2013-09-08
5605,CLE,MIA,2013-09-08
4626,CHI,CIN,2013-09-08
15354,MIN,DET,2013-09-08
23485,TEN,PIT,2013-09-08
14396,MIA,CLE,2013-09-08
6603,DAL,NYG,2013-09-08
20772,PIT,TEN,2013-09-08
21920,SFO,GNB,2013-09-08
8509,GNB,SFO,2013-09-08
3017,BUF,NWE,2013-09-08
3469,CAR,SEA,2013-09-08
4768,CIN,CHI,2013-09-08
18417,NYG,DAL,2013-09-08
9459,HOU,LAC,2013-09-09
13100,LAC,HOU,2013-09-09
24363,WAS,PHI,2013-09-09
19878,PHI,WAS,2013-09-09
16552,NWE,NYJ,2013-09-12
18745,NYJ,NWE,2013-09-12
10535,JAX,LVR,2013-09-15
8416,DET,ARI,2013-09-15
23486,TEN,HOU,2013-09-15
21921,SFO,SEA,2013-09-15
9728,IND,MIA,2013-09-15
5606,CLE,BAL,2013-09-15
26,ARI,DET,2013-09-15
9460,HOU,TEN,2013-09-15
11822,LVR,JAX,2013-09-15
3018,BUF,CAR,2013-09-15
3470,CAR,BUF,2013-09-15
1843,BAL,CLE,2013-09-15
8510,GNB,WAS,2013-09-15
1448,ATL,LAR,2013-09-15
7453,DEN,NYG,2013-09-15
4627,CHI,MIN,2013-09-15
22911,TAM,NOR,2013-09-15
15355,MIN,CHI,2013-09-15
14397,MIA,IND,2013-09-15
13517,LAR,ATL,2013-09-15
17602,NOR,TAM,2013-09-15
11403,KAN,DAL,2013-09-15
24364,WAS,GNB,2013-09-15
18418,NYG,DEN,2013-09-15
6604,DAL,KAN,2013-09-15
13101,LAC,PHI,2013-09-15
19879,PHI,LAC,2013-09-15
22218,SEA,SFO,2013-09-15
4769,CIN,PIT,2013-09-16
20773,PIT,CIN,2013-09-16
11404,KAN,PHI,2013-09-19
19880,PHI,KAN,2013-09-19
5607,CLE,MIN,2013-09-22
9461,HOU,BAL,2013-09-22
3471,CAR,NYG,2013-09-22
4770,CIN,GNB,2013-09-22
13518,LAR,DAL,2013-09-22
15356,MIN,CLE,2013-09-22
4628,CHI,PIT,2013-09-22
21922,SFO,IND,2013-09-22
18746,NYJ,BUF,2013-09-22
23487,TEN,LAC,2013-09-22
24365,WAS,DET,2013-09-22
10536,JAX,SEA,2013-09-22
20774,PIT,CHI,2013-09-22
18419,NYG,CAR,2013-09-22
22219,SEA,JAX,2013-09-22
17603,NOR,ARI,2013-09-22
6605,DAL,LAR,2013-09-22
8417,DET,WAS,2013-09-22
13102,LAC,TEN,2013-09-22
14398,MIA,ATL,2013-09-22
22912,TAM,NWE,2013-09-22
27,ARI,NOR,2013-09-22
1844,BAL,HOU,2013-09-22
1449,ATL,MIA,2013-09-22
8511,GNB,CIN,2013-09-22
16553,NWE,TAM,2013-09-22
3019,BUF,NYJ,2013-09-22
9729,IND,SFO,2013-09-22
11823,LVR,DEN,2013-09-23
7454,DEN,LVR,2013-09-23
13519,LAR,SFO,2013-09-26
21923,SFO,LAR,2013-09-26
18747,NYJ,TEN,2013-09-29
28,ARI,TAM,2013-09-29
15357,MIN,PIT,2013-09-29
16554,NWE,ATL,2013-09-29
13103,LAC,DAL,2013-09-29
20775,PIT,MIN,2013-09-29
19881,PHI,DEN,2013-09-29
23488,TEN,NYJ,2013-09-29
1450,ATL,NWE,2013-09-29
24366,WAS,LVR,2013-09-29
18420,NYG,KAN,2013-09-29
10537,JAX,IND,2013-09-29
22220,SEA,HOU,2013-09-29
6606,DAL,LAC,2013-09-29
11405,KAN,NYG,2013-09-29
1845,BAL,BUF,2013-09-29
11824,LVR,WAS,2013-09-29
4771,CIN,CLE,2013-09-29
22913,TAM,ARI,2013-09-29
5608,CLE,CIN,2013-09-29
8418,DET,CHI,2013-09-29
7455,DEN,PHI,2013-09-29
3020,BUF,BAL,2013-09-29
4629,CHI,DET,2013-09-29
9462,HOU,SEA,2013-09-29
9730,IND,JAX,2013-09-29
14399,MIA,NOR,2013-09-30
17604,NOR,MIA,2013-09-30
5609,CLE,BUF,2013-10-03
3021,BUF,CLE,2013-10-03
9731,IND,SEA,2013-10-06
19882,PHI,NYG,2013-10-06
13104,LAC,LVR,2013-10-06
9463,HOU,SFO,2013-10-06
11825,LVR,LAC,2013-10-06
18421,NYG,PHI,2013-10-06
6607,DAL,DEN,2013-10-06
13520,LAR,JAX,2013-10-06
10538,JAX,LAR,2013-10-06
17605,NOR,CHI,2013-10-06
16555,NWE,CIN,2013-10-06
1846,BAL,MIA,2013-10-06
8419,DET,GNB,2013-10-06
8512,GNB,DET,2013-10-06
21924,SFO,HOU,2013-10-06
23489,TEN,KAN,2013-10-06
14400,MIA,BAL,2013-10-06
3472,CAR,ARI,2013-10-06
4772,CIN,NWE,2013-10-06
11406,KAN,TEN,2013-10-06
7456,DEN,DAL,2013-10-06
4630,CHI,NOR,2013-10-06
22221,SEA,IND,2013-10-06
29,ARI,CAR,2013-10-06
1451,ATL,NYJ,2013-10-07
18748,NYJ,ATL,2013-10-07
4631,CHI,NYG,2013-10-10
18422,NYG,CHI,2013-10-10
21925,SFO,ARI,2013-10-13
24367,WAS,DAL,2013-10-13
23490,TEN,SEA,2013-10-13
5610,CLE,DET,2013-10-13
4773,CIN,BUF,2013-10-13
15358,MIN,CAR,2013-10-13
20776,PIT,NYJ,2013-10-13
1847,BAL,GNB,2013-10-13
17606,NOR,NWE,2013-10-13
6608,DAL,WAS,2013-10-13
13521,LAR,HOU,2013-10-13
7457,DEN,JAX,2013-10-13
3473,CAR,MIN,2013-10-13
11407,KAN,LVR,2013-10-13
22222,SEA,TEN,2013-10-13
9464,HOU,LAR,2013-10-13
3022,BUF,CIN,2013-10-13
11826,LVR,KAN,2013-10-13
8420,DET,CLE,2013-10-13
19883,PHI,TAM,2013-10-13
18749,NYJ,PIT,2013-10-13
30,ARI,SFO,2013-10-13
16556,NWE,NOR,2013-10-13
22914,TAM,PHI,2013-10-13
8513,GNB,BAL,2013-10-13
10539,JAX,DEN,2013-10-13
13105,LAC,IND,2013-10-14
9732,IND,LAC,2013-10-14
31,ARI,SEA,2013-10-17
22223,SEA,ARI,2013-10-17
21926,SFO,TEN,2013-10-20
8421,DET,CIN,2013-10-20
13106,LAC,JAX,2013-10-20
1452,ATL,TAM,2013-10-20
1848,BAL,PIT,2013-10-20
24368,WAS,CHI,2013-10-20
6609,DAL,PHI,2013-10-20
10540,JAX,LAC,2013-10-20
16557,NWE,NYJ,2013-10-20
3023,BUF,MIA,2013-10-20
7458,DEN,IND,2013-10-20
23491,TEN,SFO,2013-10-20
22915,TAM,ATL,2013-10-20
4632,CHI,WAS,2013-10-20
11408,KAN,HOU,2013-10-20
4774,CIN,DET,2013-10-20
8514,GNB,CLE,2013-10-20
3474,CAR,LAR,2013-10-20
13522,LAR,CAR,2013-10-20
14401,MIA,BUF,2013-10-20
18750,NYJ,NWE,2013-10-20
20777,PIT,BAL,2013-10-20
19884,PHI,DAL,2013-10-20
9733,IND,DEN,2013-10-20
9465,HOU,KAN,2013-10-20
5611,CLE,GNB,2013-10-20
15359,MIN,NYG,2013-10-21
18423,NYG,MIN,2013-10-21
3475,CAR,TAM,2013-10-24
22916,TAM,CAR,2013-10-24
14402,MIA,NWE,2013-10-27
19885,PHI,NYG,2013-10-27
1453,ATL,ARI,2013-10-27
20778,PIT,LVR,2013-10-27
24369,WAS,DEN,2013-10-27
17607,NOR,BUF,2013-10-27
6610,DAL,DET,2013-10-27
16558,NWE,MIA,2013-10-27
18751,NYJ,CIN,2013-10-27
11827,LVR,PIT,2013-10-27
8422,DET,DAL,2013-10-27
5612,CLE,KAN,2013-10-27
11409,KAN,CLE,2013-10-27
32,ARI,ATL,2013-10-27
8515,GNB,MIN,2013-10-27
3024,BUF,NOR,2013-10-27
18424,NYG,PHI,2013-10-27
7459,DEN,WAS,2013-10-27
10541,JAX,SFO,2013-10-27
21927,SFO,JAX,2013-10-27
15360,MIN,GNB,2013-10-27
4775,CIN,NYJ,2013-10-27
22224,SEA,LAR,2013-10-28
13523,LAR,SEA,2013-10-28
14403,MIA,CIN,2013-10-31
4776,CIN,MIA,2013-10-31
16559,NWE,PIT,2013-11-03
11410,KAN,BUF,2013-11-03
13524,LAR,TEN,2013-11-03
3476,CAR,ATL,2013-11-03
3025,BUF,KAN,2013-11-03
22917,TAM,SEA,2013-11-03
6611,DAL,MIN,2013-11-03
17608,NOR,NYJ,2013-11-03
1849,BAL,CLE,2013-11-03
19886,PHI,LVR,2013-11-03
23492,TEN,LAR,2013-11-03
13107,LAC,WAS,2013-11-03
9466,HOU,IND,2013-11-03
5613,CLE,BAL,2013-11-03
1454,ATL,CAR,2013-11-03
9734,IND,HOU,2013-11-03
24370,WAS,LAC,2013-11-03
20779,PIT,NWE,2013-11-03
22225,SEA,TAM,2013-11-03
18752,NYJ,NOR,2013-11-03
11828,LVR,PHI,2013-11-03
15361,MIN,DAL,2013-11-03
4633,CHI,GNB,2013-11-04
8516,GNB,CHI,2013-11-04
15362,MIN,WAS,2013-11-07
24371,WAS,MIN,2013-11-07
13525,LAR,IND,2013-11-10
6612,DAL,NOR,2013-11-10
23493,TEN,JAX,2013-11-10
21928,SFO,CAR,2013-11-10
4634,CHI,DET,2013-11-10
9467,HOU,ARI,2013-11-10
8423,DET,CHI,2013-11-10
18425,NYG,LVR,2013-11-10
7460,DEN,LAC,2013-11-10
9735,IND,LAR,2013-11-10
11829,LVR,NYG,2013-11-10
3477,CAR,SFO,2013-11-10
17609,NOR,DAL,2013-11-10
33,ARI,HOU,2013-11-10
20780,PIT,BUF,2013-11-10
1850,BAL,CIN,2013-11-10
22226,SEA,ATL,2013-11-10
13108,LAC,DEN,2013-11-10
